order_id,order_date,sku_id,category,channel,city,units_ordered,units_fulfilled,units_returned,selling_price_inr,gross_revenue_inr,commission_pct,commission_inr,net_revenue_inr,fulfillment_rate,fulfillment_status
ORD000152,2023-05-09,SKU044,Household,Amazon,Chennai,22,20,1,143.81,2876.2,0.18,517.72,2358.48,0.9507,Partial
ORD000256,2023-05-09,SKU015,Personal Care,Modern Trade,Bengaluru,101,88,5,464.63,40887.44,0.1,4088.74,36798.7,0.8769,Partial
ORD000915,2023-05-10,SKU013,Personal Care,Amazon,Mumbai,45,42,2,411.63,17288.46,0.18,3111.92,14176.54,0.9547,Partial
ORD000613,2023-05-10,SKU013,Personal Care,Flipkart,Bengaluru,8,7,0,411.63,2881.41,0.15,432.21,2449.2,0.9483,Partial
ORD000623,2023-05-10,SKU020,Personal Care,Flipkart,Ahmedabad,10,9,0,591.63,5324.67,0.15,798.7,4525.97,0.9047,Partial
ORD001243,2023-05-11,SKU043,Household,Amazon,Mumbai,27,26,1,334.12,8687.12,0.18,1563.68,7123.44,0.9922,Partial
ORD002349,2023-05-11,SKU009,Staples,Amazon,Delhi,60,59,1,152.97,9025.23,0.18,1624.54,7400.69,0.9999,Partial
ORD001680,2023-05-12,SKU044,Household,Amazon,Kolkata,25,23,1,143.81,3307.63,0.18,595.37,2712.26,0.9558,Partial
ORD001410,2023-05-12,SKU026,Snacks,Amazon,Chandigarh,64,62,1,359.69,22300.78,0.18,4014.14,18286.64,0.9766,Partial
ORD002483,2023-05-12,SKU032,Beverages,Amazon,Bengaluru,23,22,0,242.42,5333.24,0.18,959.98,4373.26,0.9793,Partial
ORD001929,2023-05-13,SKU002,Staples,Flipkart,Delhi,23,21,0,164.7,3458.7,0.15,518.8,2939.9,0.9545,Partial
ORD000470,2023-05-13,SKU048,Household,Own Website,Delhi,8,7,0,166.91,1168.37,0.02,23.37,1145.0,0.9844,Partial
ORD002050,2023-05-13,SKU006,Staples,Modern Trade,Bengaluru,369,319,6,388.68,123988.92,0.1,12398.89,111590.03,0.8648,Partial
ORD001471,2023-05-13,SKU031,Beverages,Amazon,Kochi,6,5,0,433.59,2167.95,0.18,390.23,1777.72,0.9812,Partial
ORD001968,2023-05-13,SKU030,Snacks,Flipkart,Lucknow,35,33,0,380.27,12548.91,0.15,1882.34,10666.57,0.9472,Partial
ORD000913,2023-05-13,SKU001,Staples,Amazon,Hyderabad,53,49,0,329.76,16158.24,0.18,2908.48,13249.76,0.9392,Partial
ORD002370,2023-05-13,SKU020,Personal Care,Flipkart,Bengaluru,46,43,2,591.63,25440.09,0.15,3816.01,21624.08,0.9425,Partial
ORD001355,2023-05-13,SKU006,Staples,Flipkart,Hyderabad,31,30,0,388.68,11660.4,0.15,1749.06,9911.34,0.9809,Partial
ORD002247,2023-05-14,SKU040,Beverages,Own Website,Chennai,5,4,0,280.51,1122.04,0.02,22.44,1099.6,0.964,Partial
ORD000596,2023-05-15,SKU008,Staples,Modern Trade,Bengaluru,240,229,4,483.06,110620.74,0.1,11062.07,99558.67,0.9545,Partial
ORD001015,2023-05-15,SKU005,Staples,Flipkart,Surat,10,9,0,225.23,2027.07,0.15,304.06,1723.01,0.9877,Partial
ORD000970,2023-05-15,SKU042,Household,Modern Trade,Chennai,96,82,4,142.84,11712.88,0.1,1171.29,10541.59,0.863,Partial
ORD000038,2023-05-15,SKU041,Household,Flipkart,Hyderabad,40,36,1,190.11,6843.96,0.15,1026.59,5817.37,0.9086,Partial
ORD002541,2023-05-15,SKU041,Household,Own Website,Ahmedabad,10,9,0,190.11,1710.99,0.02,34.22,1676.77,0.9575,Partial
ORD000409,2023-05-15,SKU037,Beverages,Amazon,Chennai,45,44,1,189.18,8323.92,0.18,1498.31,6825.61,0.9987,Partial
ORD001743,2023-05-16,SKU024,Snacks,Modern Trade,Bengaluru,343,310,9,312.26,96800.6,0.1,9680.06,87120.54,0.905,Partial
ORD001363,2023-05-16,SKU015,Personal Care,Amazon,Hyderabad,6,5,0,464.63,2323.15,0.18,418.17,1904.98,0.9384,Partial
ORD000451,2023-05-16,SKU041,Household,Own Website,Ahmedabad,2,1,0,190.11,190.11,0.02,3.8,186.31,0.9947,Partial
ORD001038,2023-05-16,SKU019,Personal Care,Own Website,Pune,16,15,0,315.95,4739.25,0.02,94.78,4644.47,0.9734,Partial
ORD000070,2023-05-16,SKU013,Personal Care,Amazon,Lucknow,64,60,3,411.63,24697.8,0.18,4445.6,20252.2,0.9472,Partial
ORD000265,2023-05-16,SKU044,Household,Amazon,Chennai,50,46,2,143.81,6615.26,0.18,1190.75,5424.51,0.9318,Partial
ORD002256,2023-05-17,SKU040,Beverages,Flipkart,Lucknow,22,21,0,280.51,5890.71,0.15,883.61,5007.1,0.9954,Partial
ORD002393,2023-05-17,SKU030,Snacks,Amazon,Kolkata,29,28,0,380.27,10647.56,0.18,1916.56,8731.0,0.9972,Partial
ORD000728,2023-05-18,SKU014,Personal Care,Own Website,Chennai,16,15,0,476.88,7153.2,0.02,143.06,7010.14,0.9701,Partial
ORD001949,2023-05-18,SKU002,Staples,Amazon,Chennai,60,55,1,164.7,9058.5,0.18,1630.53,7427.97,0.933,Partial
ORD001814,2023-05-18,SKU035,Beverages,Flipkart,Delhi,42,41,1,689.23,28258.43,0.15,4238.76,24019.67,0.9851,Partial
ORD000855,2023-05-18,SKU012,Personal Care,Amazon,Mumbai,29,27,1,363.72,9820.44,0.18,1767.68,8052.76,0.9439,Partial
ORD000402,2023-05-18,SKU021,Snacks,Amazon,Delhi,29,27,0,205.54,5549.58,0.18,998.92,4550.66,0.9562,Partial
ORD000076,2023-05-18,SKU005,Staples,Flipkart,Delhi,27,25,0,225.23,5630.75,0.15,844.61,4786.14,0.9514,Partial
ORD000268,2023-05-19,SKU016,Personal Care,Amazon,Bengaluru,24,22,1,630.07,13861.54,0.18,2495.08,11366.46,0.9285,Partial
ORD001212,2023-05-19,SKU020,Personal Care,Amazon,Bengaluru,81,80,4,591.63,47330.4,0.18,8519.47,38810.93,0.9988,Partial
ORD001345,2023-05-19,SKU005,Staples,Amazon,Delhi,31,29,0,225.23,6531.67,0.18,1175.7,5355.97,0.9631,Partial
ORD001772,2023-05-19,SKU035,Beverages,Flipkart,Ahmedabad,23,22,0,689.23,15163.06,0.15,2274.46,12888.6,0.9733,Partial
ORD000345,2023-05-20,SKU033,Beverages,Flipkart,Mumbai,4,3,0,617.04,1851.12,0.15,277.67,1573.45,0.9715,Partial
ORD002458,2023-05-20,SKU038,Beverages,Amazon,Bengaluru,68,66,2,365.85,24146.1,0.18,4346.3,19799.8,0.9789,Partial
ORD002149,2023-05-20,SKU012,Personal Care,Amazon,Pune,54,53,3,363.72,19277.16,0.18,3469.89,15807.27,0.9827,Partial
ORD001632,2023-05-20,SKU008,Staples,Amazon,Mumbai,41,40,0,483.06,19322.4,0.18,3478.03,15844.37,0.9915,Partial
ORD000560,2023-05-21,SKU029,Snacks,Amazon,Mumbai,30,29,0,405.47,11758.63,0.18,2116.55,9642.08,0.9787,Partial
ORD002197,2023-05-21,SKU014,Personal Care,Flipkart,Mumbai,15,14,0,476.88,6676.32,0.15,1001.45,5674.87,0.9798,Partial
ORD002170,2023-05-22,SKU034,Beverages,Modern Trade,Delhi,54,49,1,208.36,10209.64,0.1,1020.96,9188.68,0.9129,Partial
ORD000133,2023-05-22,SKU016,Personal Care,Own Website,Pune,12,11,0,630.07,6930.77,0.02,138.62,6792.15,0.9789,Partial
ORD000529,2023-05-23,SKU031,Beverages,Flipkart,Mumbai,14,13,0,433.59,5636.67,0.15,845.5,4791.17,0.9568,Partial
ORD001805,2023-05-23,SKU005,Staples,Amazon,Mumbai,39,36,0,225.23,8108.28,0.18,1459.49,6648.79,0.9336,Partial
ORD000741,2023-05-23,SKU049,Household,Flipkart,Bengaluru,15,13,0,141.9,1844.7,0.15,276.7,1568.0,0.9224,Partial
ORD001596,2023-05-23,SKU015,Personal Care,Amazon,Chennai,42,41,2,464.63,19049.83,0.18,3428.97,15620.86,0.9974,Partial
ORD002363,2023-05-23,SKU041,Household,Amazon,Delhi,67,62,3,190.11,11786.82,0.18,2121.63,9665.19,0.9312,Partial
ORD001840,2023-05-23,SKU026,Snacks,Own Website,Delhi,11,10,0,359.69,3596.9,0.02,71.94,3524.96,0.9532,Partial
ORD000279,2023-05-24,SKU012,Personal Care,Amazon,Delhi,54,53,3,363.72,19277.16,0.18,3469.89,15807.27,0.9981,Partial
ORD000208,2023-05-24,SKU004,Staples,Own Website,Mumbai,6,5,0,377.44,1887.2,0.02,37.74,1849.46,0.96,Partial
ORD002485,2023-05-24,SKU048,Household,Own Website,Chennai,8,7,0,166.91,1168.37,0.02,23.37,1145.0,0.9754,Partial
ORD001348,2023-05-25,SKU025,Snacks,Amazon,Bengaluru,4,3,0,305.53,916.59,0.18,164.99,751.6,0.9779,Partial
ORD001257,2023-05-25,SKU020,Personal Care,Own Website,Kochi,7,6,0,591.63,3549.78,0.02,71.0,3478.78,0.9545,Partial
ORD000332,2023-05-25,SKU002,Staples,Own Website,Hyderabad,15,14,0,164.7,2305.8,0.02,46.12,2259.68,0.9521,Partial
ORD001460,2023-05-26,SKU031,Beverages,Amazon,Jaipur,24,23,0,433.59,9972.57,0.18,1795.06,8177.51,0.9633,Partial
ORD001651,2023-05-26,SKU021,Snacks,Own Website,Bengaluru,3,2,0,205.54,411.08,0.02,8.22,402.86,0.995,Partial
ORD001804,2023-05-26,SKU039,Beverages,Flipkart,Bengaluru,46,42,1,645.14,27095.88,0.15,4064.38,23031.5,0.9177,Partial
ORD001697,2023-05-27,SKU003,Staples,Flipkart,Ahmedabad,16,15,0,126.79,1901.85,0.15,285.28,1616.57,0.9527,Partial
ORD001528,2023-05-28,SKU018,Personal Care,Modern Trade,Mumbai,428,375,22,313.71,117641.25,0.1,11764.12,105877.13,0.8785,Partial
ORD000605,2023-05-28,SKU003,Staples,Amazon,Kolkata,62,57,1,126.79,7227.03,0.18,1300.87,5926.16,0.9204,Partial
ORD001566,2023-05-30,SKU029,Snacks,Amazon,Surat,19,17,0,405.47,6892.99,0.18,1240.74,5652.25,0.9267,Partial
ORD002094,2023-05-30,SKU003,Staples,Amazon,Hyderabad,74,73,1,126.79,9255.67,0.18,1666.02,7589.65,0.999,Partial
ORD001575,2023-05-31,SKU046,Household,Own Website,Delhi,5,4,0,290.1,1160.4,0.02,23.21,1137.19,0.9745,Partial
ORD001608,2023-05-31,SKU035,Beverages,Own Website,Hyderabad,8,7,0,689.23,4824.61,0.02,96.49,4728.12,0.9823,Partial
ORD002265,2023-05-31,SKU049,Household,Flipkart,Mumbai,7,6,0,141.9,851.4,0.15,127.71,723.69,0.957,Partial
ORD001035,2023-06-01,SKU023,Snacks,Amazon,Chennai,69,63,1,377.41,23776.83,0.18,4279.83,19497.0,0.9272,Partial
ORD001075,2023-06-01,SKU006,Staples,Amazon,Bengaluru,66,61,1,388.68,23709.48,0.18,4267.71,19441.77,0.9332,Partial
ORD000403,2023-06-01,SKU029,Snacks,Amazon,Lucknow,75,74,2,405.47,30004.78,0.18,5400.86,24603.92,0.9908,Partial
ORD000224,2023-06-01,SKU017,Personal Care,Amazon,Bengaluru,22,21,1,617.3,12963.3,0.18,2333.39,10629.91,0.9711,Partial
ORD001163,2023-06-01,SKU033,Beverages,Own Website,Lucknow,8,7,0,617.04,4319.28,0.02,86.39,4232.89,0.9751,Partial
ORD001673,2023-06-01,SKU009,Staples,Own Website,Hyderabad,7,6,0,152.97,917.82,0.02,18.36,899.46,0.9903,Partial
ORD001233,2023-06-02,SKU013,Personal Care,Flipkart,Mumbai,51,49,2,411.63,20169.87,0.15,3025.48,17144.39,0.9756,Partial
ORD001880,2023-06-03,SKU020,Personal Care,Modern Trade,Bengaluru,71,60,3,591.63,35497.8,0.1,3549.78,31948.02,0.8574,Partial
ORD001928,2023-06-03,SKU033,Beverages,Amazon,Delhi,21,20,0,617.04,12340.8,0.18,2221.34,10119.46,0.9716,Partial
ORD000563,2023-06-03,SKU039,Beverages,Flipkart,Pune,14,13,0,645.14,8386.82,0.15,1258.02,7128.8,0.9798,Partial
ORD001650,2023-06-03,SKU033,Beverages,Amazon,Pune,44,41,1,617.04,25298.64,0.18,4553.76,20744.88,0.9508,Partial
ORD001571,2023-06-04,SKU008,Staples,Amazon,Pune,62,60,1,483.06,28983.6,0.18,5217.05,23766.55,0.9805,Partial
ORD001984,2023-06-04,SKU024,Snacks,Own Website,Chennai,21,20,0,312.26,6245.2,0.02,124.9,6120.3,0.999,Partial
ORD002471,2023-06-04,SKU001,Staples,Flipkart,Bengaluru,30,29,0,329.76,9563.04,0.15,1434.46,8128.58,0.9986,Partial
ORD000163,2023-06-04,SKU033,Beverages,Flipkart,Delhi,32,30,1,617.04,18511.2,0.15,2776.68,15734.52,0.968,Partial
ORD000190,2023-06-05,SKU020,Personal Care,Own Website,Jaipur,21,20,1,591.63,11832.6,0.02,236.65,11595.95,0.9978,Partial
ORD001321,2023-06-05,SKU002,Staples,Amazon,Kolkata,44,40,0,164.7,6588.0,0.18,1185.84,5402.16,0.9261,Partial
ORD001931,2023-06-05,SKU016,Personal Care,Amazon,Pune,46,42,2,630.07,26462.94,0.18,4763.33,21699.61,0.9348,Partial
ORD002244,2023-06-05,SKU010,Staples,Flipkart,Surat,4,3,0,382.98,1148.94,0.15,172.34,976.6,0.9835,Partial
ORD001492,2023-06-06,SKU048,Household,Flipkart,Chandigarh,9,8,0,166.91,1335.28,0.15,200.29,1134.99,0.9575,Partial
ORD001720,2023-06-06,SKU037,Beverages,Amazon,Bengaluru,38,35,1,189.18,6621.3,0.18,1191.83,5429.47,0.9445,Partial
ORD000635,2023-06-06,SKU044,Household,Amazon,Delhi,15,14,0,143.81,2013.34,0.18,362.4,1650.94,0.9836,Partial
ORD001791,2023-06-07,SKU040,Beverages,Amazon,Hyderabad,50,49,1,280.51,13744.99,0.18,2474.1,11270.89,0.9845,Partial
ORD001828,2023-06-07,SKU049,Household,Own Website,Bengaluru,7,6,0,141.9,851.4,0.02,17.03,834.37,0.9686,Partial
ORD000103,2023-06-07,SKU016,Personal Care,Own Website,Chandigarh,13,12,0,630.07,7560.84,0.02,151.22,7409.62,0.9908,Partial
ORD001715,2023-06-07,SKU023,Snacks,Modern Trade,Hyderabad,228,210,6,377.41,79256.1,0.1,7925.61,71330.49,0.9241,Partial
ORD002269,2023-06-08,SKU003,Staples,Modern Trade,Hyderabad,429,379,7,126.79,48053.41,0.1,4805.34,43248.07,0.8843,Partial
ORD000900,2023-06-08,SKU042,Household,Amazon,Delhi,52,50,2,142.84,7142.0,0.18,1285.56,5856.44,0.9727,Partial
ORD001153,2023-06-09,SKU046,Household,Amazon,Delhi,9,8,0,290.1,2320.8,0.18,417.74,1903.06,0.973,Partial
ORD001612,2023-06-09,SKU039,Beverages,Modern Trade,Bengaluru,258,245,9,645.14,158059.3,0.1,15805.93,142253.37,0.9521,Partial
ORD001141,2023-06-10,SKU019,Personal Care,Modern Trade,Chennai,358,305,18,315.95,96364.75,0.1,9636.48,86728.27,0.8526,Partial
ORD000182,2023-06-10,SKU029,Snacks,Flipkart,Hyderabad,59,58,1,405.47,23517.26,0.15,3527.59,19989.67,0.9915,Partial
ORD001230,2023-06-10,SKU031,Beverages,Amazon,Mumbai,70,67,2,433.59,29050.53,0.18,5229.1,23821.43,0.9594,Partial
ORD002489,2023-06-10,SKU023,Snacks,Amazon,Hyderabad,27,26,0,377.41,9812.66,0.18,1766.28,8046.38,0.9688,Partial
ORD001069,2023-06-10,SKU022,Snacks,Flipkart,Lucknow,7,6,0,414.2,2485.2,0.15,372.78,2112.42,0.9742,Partial
ORD000552,2023-06-11,SKU009,Staples,Amazon,Delhi,73,70,1,152.97,10707.9,0.18,1927.42,8780.48,0.9641,Partial
ORD001354,2023-06-11,SKU003,Staples,Amazon,Mumbai,45,43,0,126.79,5451.97,0.18,981.35,4470.62,0.9652,Partial
ORD000033,2023-06-11,SKU021,Snacks,Own Website,Delhi,16,15,0,205.54,3083.1,0.02,61.66,3021.44,0.9793,Partial
ORD001641,2023-06-11,SKU046,Household,Flipkart,Chennai,45,44,2,290.1,12764.4,0.15,1914.66,10849.74,0.9999,Partial
ORD001334,2023-06-11,SKU018,Personal Care,Flipkart,Bengaluru,9,8,0,313.71,2509.68,0.15,376.45,2133.23,0.9184,Partial
ORD001109,2023-06-12,SKU004,Staples,Flipkart,Mumbai,42,38,0,377.44,14342.72,0.15,2151.41,12191.31,0.9202,Partial
ORD001018,2023-06-12,SKU032,Beverages,Own Website,Pune,16,15,0,242.42,3636.3,0.02,72.73,3563.57,0.9713,Partial
ORD001546,2023-06-12,SKU008,Staples,Own Website,Mumbai,5,4,0,483.06,1932.24,0.02,38.64,1893.6,0.9764,Partial
ORD000821,2023-06-12,SKU006,Staples,Amazon,Kochi,49,46,0,388.68,17879.28,0.18,3218.27,14661.01,0.9561,Partial
ORD000840,2023-06-13,SKU025,Snacks,Amazon,Nagpur,43,40,1,305.53,12221.2,0.18,2199.82,10021.38,0.9364,Partial
ORD000496,2023-06-13,SKU043,Household,Modern Trade,Mumbai,177,165,8,334.12,55129.8,0.1,5512.98,49616.82,0.9328,Partial
ORD001208,2023-06-13,SKU009,Staples,Flipkart,Pune,22,20,0,152.97,3059.4,0.15,458.91,2600.49,0.9525,Partial
ORD001175,2023-06-14,SKU034,Beverages,Amazon,Mumbai,14,13,0,208.36,2708.68,0.18,487.56,2221.12,0.9687,Partial
ORD000129,2023-06-14,SKU010,Staples,Own Website,Bengaluru,13,12,0,382.98,4595.76,0.02,91.92,4503.84,0.9559,Partial
ORD000381,2023-06-14,SKU043,Household,Flipkart,Hyderabad,10,9,0,334.12,3007.08,0.15,451.06,2556.02,0.9459,Partial
ORD000774,2023-06-14,SKU013,Personal Care,Amazon,Bengaluru,4,3,0,411.63,1234.89,0.18,222.28,1012.61,0.9264,Partial
ORD002116,2023-06-14,SKU012,Personal Care,Amazon,Bengaluru,5,4,0,363.72,1454.88,0.18,261.88,1193.0,0.9943,Partial
ORD001166,2023-06-15,SKU003,Staples,Flipkart,Ahmedabad,54,49,0,126.79,6212.71,0.15,931.91,5280.8,0.925,Partial
ORD001308,2023-06-16,SKU030,Snacks,Amazon,Delhi,82,76,2,380.27,28900.52,0.18,5202.09,23698.43,0.9298,Partial
ORD000672,2023-06-17,SKU023,Snacks,Flipkart,Delhi,7,6,0,377.41,2264.46,0.15,339.67,1924.79,0.9625,Partial
ORD001259,2023-06-17,SKU045,Household,Amazon,Hyderabad,56,54,2,172.4,9309.6,0.18,1675.73,7633.87,0.9737,Partial
ORD001611,2023-06-18,SKU026,Snacks,Amazon,Ahmedabad,42,41,1,359.69,14747.29,0.18,2654.51,12092.78,0.9918,Partial
ORD000130,2023-06-18,SKU003,Staples,Flipkart,Bengaluru,23,21,0,126.79,2662.59,0.15,399.39,2263.2,0.9541,Partial
ORD002200,2023-06-19,SKU041,Household,Own Website,Lucknow,4,3,0,190.11,570.33,0.02,11.41,558.92,0.991,Partial
ORD002036,2023-06-19,SKU022,Snacks,Amazon,Delhi,48,46,1,414.2,19053.2,0.18,3429.58,15623.62,0.9657,Partial
ORD001351,2023-06-21,SKU050,Household,Own Website,Ahmedabad,5,4,0,217.14,868.56,0.02,17.37,851.19,0.967,Partial
ORD000360,2023-06-22,SKU008,Staples,Own Website,Chennai,12,11,0,483.06,5313.66,0.02,106.27,5207.39,0.9947,Partial
ORD000487,2023-06-22,SKU013,Personal Care,Amazon,Pune,28,26,1,411.63,10702.38,0.18,1926.43,8775.95,0.9382,Partial
ORD002431,2023-06-22,SKU028,Snacks,Modern Trade,Delhi,164,148,4,487.67,72175.16,0.1,7217.52,64957.64,0.906,Partial
ORD001204,2023-06-22,SKU018,Personal Care,Flipkart,Lucknow,43,42,2,313.71,13175.82,0.15,1976.37,11199.45,0.9879,Partial
ORD002245,2023-06-23,SKU017,Personal Care,Own Website,Chennai,4,3,0,617.3,1851.9,0.02,37.04,1814.86,0.9895,Partial
ORD001277,2023-06-23,SKU041,Household,Amazon,Nagpur,71,66,3,190.11,12547.26,0.18,2258.51,10288.75,0.939,Partial
ORD002040,2023-06-23,SKU018,Personal Care,Flipkart,Ahmedabad,54,51,3,313.71,15999.21,0.15,2399.88,13599.33,0.9558,Partial
ORD001773,2023-06-23,SKU043,Household,Amazon,Hyderabad,53,50,2,334.12,16706.0,0.18,3007.08,13698.92,0.9605,Partial
ORD001124,2023-06-23,SKU021,Snacks,Amazon,Mumbai,68,66,1,205.54,13565.64,0.18,2441.82,11123.82,0.9746,Partial
ORD000369,2023-06-24,SKU019,Personal Care,Own Website,Hyderabad,2,1,0,315.95,315.95,0.02,6.32,309.63,0.952,Partial
ORD001427,2023-06-24,SKU023,Snacks,Flipkart,Chennai,41,40,1,377.41,15096.4,0.15,2264.46,12831.94,0.9795,Partial
ORD001264,2023-06-24,SKU007,Staples,Modern Trade,Bhopal,148,141,2,166.2,23434.2,0.1,2343.42,21090.78,0.9532,Partial
ORD000218,2023-06-25,SKU048,Household,Modern Trade,Kolkata,411,376,18,166.91,62758.16,0.1,6275.82,56482.34,0.9155,Partial
ORD002594,2023-06-25,SKU012,Personal Care,Own Website,Chennai,5,4,0,363.72,1454.88,0.02,29.1,1425.78,0.9631,Partial
ORD000602,2023-06-26,SKU020,Personal Care,Amazon,Bengaluru,58,54,3,591.63,31948.02,0.18,5750.64,26197.38,0.9421,Partial
ORD001190,2023-06-26,SKU017,Personal Care,Modern Trade,Delhi,178,160,9,617.3,98768.0,0.1,9876.8,88891.2,0.9019,Partial
ORD000383,2023-06-27,SKU037,Beverages,Amazon,Hyderabad,4,3,0,189.18,567.54,0.18,102.16,465.38,0.9523,Partial
ORD002285,2023-06-27,SKU027,Snacks,Flipkart,Delhi,17,16,0,299.97,4799.52,0.15,719.93,4079.59,0.9642,Partial
ORD002232,2023-06-28,SKU026,Snacks,Flipkart,Bengaluru,8,7,0,359.69,2517.83,0.15,377.67,2140.16,0.9341,Partial
ORD001009,2023-06-28,SKU047,Household,Amazon,Kolkata,75,74,3,151.23,11191.02,0.18,2014.38,9176.64,0.9989,Partial
ORD000385,2023-06-28,SKU007,Staples,Own Website,Mumbai,19,18,0,166.2,2991.6,0.02,59.83,2931.77,0.9509,Partial
ORD002586,2023-06-29,SKU044,Household,Amazon,Pune,20,19,0,143.81,2732.39,0.18,491.83,2240.56,0.9522,Partial
ORD001903,2023-06-29,SKU049,Household,Own Website,Delhi,0,0,0,141.9,0.0,0.02,0.0,0.0,0.979,Fulfilled
ORD001684,2023-06-29,SKU012,Personal Care,Flipkart,Pune,17,16,0,363.72,5819.52,0.15,872.93,4946.59,0.9821,Partial
ORD001337,2023-06-30,SKU045,Household,Amazon,Mumbai,58,57,2,172.4,9826.8,0.18,1768.82,8057.98,0.9873,Partial
ORD002145,2023-06-30,SKU011,Personal Care,Flipkart,Mumbai,34,33,1,709.94,23428.02,0.15,3514.2,19913.82,0.9768,Partial
ORD002340,2023-06-30,SKU005,Staples,Modern Trade,Chandigarh,174,167,3,225.23,37613.41,0.1,3761.34,33852.07,0.9655,Partial
ORD001520,2023-06-30,SKU027,Snacks,Flipkart,Bengaluru,53,51,1,299.97,15298.47,0.15,2294.77,13003.7,0.9749,Partial
ORD002515,2023-06-30,SKU035,Beverages,Flipkart,Bengaluru,12,10,0,689.23,6892.3,0.15,1033.84,5858.46,0.9043,Partial
ORD001963,2023-06-30,SKU045,Household,Modern Trade,Chennai,72,62,3,172.4,10688.8,0.1,1068.88,9619.92,0.8688,Partial
ORD002191,2023-06-30,SKU044,Household,Amazon,Delhi,24,22,1,143.81,3163.82,0.18,569.49,2594.33,0.9395,Partial
ORD000079,2023-07-01,SKU018,Personal Care,Modern Trade,Chandigarh,81,79,4,313.71,24783.09,0.1,2478.31,22304.78,0.9765,Partial
ORD001359,2023-07-01,SKU023,Snacks,Own Website,Surat,19,18,0,377.41,6793.38,0.02,135.87,6657.51,0.9748,Partial
ORD001667,2023-07-01,SKU022,Snacks,Flipkart,Hyderabad,45,42,1,414.2,17396.4,0.15,2609.46,14786.94,0.9435,Partial
ORD000007,2023-07-02,SKU009,Staples,Amazon,Hyderabad,65,63,1,152.97,9637.11,0.18,1734.68,7902.43,0.9781,Partial
ORD001004,2023-07-02,SKU019,Personal Care,Amazon,Mumbai,23,21,1,315.95,6634.95,0.18,1194.29,5440.66,0.9563,Partial
ORD002463,2023-07-03,SKU029,Snacks,Flipkart,Kolkata,11,9,0,405.47,3649.23,0.15,547.38,3101.85,0.9068,Partial
ORD000740,2023-07-03,SKU037,Beverages,Amazon,Chennai,63,58,2,189.18,10972.44,0.18,1975.04,8997.4,0.9254,Partial
ORD000880,2023-07-04,SKU043,Household,Modern Trade,Hyderabad,290,268,13,334.12,89544.16,0.1,8954.42,80589.74,0.9274,Partial
ORD002484,2023-07-04,SKU022,Snacks,Amazon,Chennai,63,58,1,414.2,24023.6,0.18,4324.25,19699.35,0.9214,Partial
ORD001911,2023-07-04,SKU050,Household,Flipkart,Lucknow,5,4,0,217.14,868.56,0.15,130.28,738.28,0.9777,Partial
ORD001373,2023-07-04,SKU040,Beverages,Amazon,Jaipur,54,51,2,280.51,14306.01,0.18,2575.08,11730.93,0.9466,Partial
ORD002537,2023-07-04,SKU006,Staples,Flipkart,Bengaluru,4,3,0,388.68,1166.04,0.15,174.91,991.13,0.9179,Partial
ORD000098,2023-07-05,SKU009,Staples,Flipkart,Delhi,34,33,0,152.97,5048.01,0.15,757.2,4290.81,0.9896,Partial
ORD001045,2023-07-05,SKU049,Household,Amazon,Chennai,27,26,1,141.9,3689.4,0.18,664.09,3025.31,0.9959,Partial
ORD000455,2023-07-05,SKU030,Snacks,Modern Trade,Bengaluru,220,192,5,380.27,73011.84,0.1,7301.18,65710.66,0.8732,Partial
ORD002222,2023-07-05,SKU029,Snacks,Amazon,Hyderabad,54,50,1,405.47,20273.5,0.18,3649.23,16624.27,0.9431,Partial
ORD000923,2023-07-06,SKU013,Personal Care,Amazon,Delhi,42,39,2,411.63,16053.57,0.18,2889.64,13163.93,0.9385,Partial
ORD000321,2023-07-06,SKU016,Personal Care,Amazon,Bengaluru,62,58,3,630.07,36544.06,0.18,6577.93,29966.13,0.9369,Partial
ORD002364,2023-07-06,SKU010,Staples,Modern Trade,Lucknow,295,287,5,382.98,109915.26,0.1,10991.53,98923.73,0.9752,Partial
ORD002227,2023-07-07,SKU050,Household,Own Website,Delhi,6,5,0,217.14,1085.7,0.02,21.71,1063.99,0.967,Partial
ORD000564,2023-07-07,SKU049,Household,Amazon,Surat,57,53,2,141.9,7520.7,0.18,1353.73,6166.97,0.9412,Partial
ORD001902,2023-07-07,SKU025,Snacks,Flipkart,Mumbai,43,42,1,305.53,12832.26,0.15,1924.84,10907.42,0.9926,Partial
ORD001013,2023-07-07,SKU020,Personal Care,Flipkart,Delhi,38,35,2,591.63,20707.05,0.15,3106.06,17600.99,0.9357,Partial
ORD001879,2023-07-08,SKU003,Staples,Own Website,Bengaluru,8,7,0,126.79,887.53,0.02,17.75,869.78,0.9956,Partial
ORD002464,2023-07-09,SKU025,Snacks,Flipkart,Mumbai,9,8,0,305.53,2444.24,0.15,366.64,2077.6,0.9364,Partial
ORD000654,2023-07-09,SKU045,Household,Flipkart,Ahmedabad,32,31,1,172.4,5344.4,0.15,801.66,4542.74,0.9989,Partial
ORD000692,2023-07-09,SKU033,Beverages,Flipkart,Delhi,48,47,1,617.04,29000.88,0.15,4350.13,24650.75,0.9946,Partial
ORD001823,2023-07-09,SKU039,Beverages,Own Website,Mumbai,5,4,0,645.14,2580.56,0.02,51.61,2528.95,0.9994,Partial
