snapshot_date,sku_id,warehouse_id,opening_stock,units_received,units_sold,closing_stock,days_of_inventory,stockout_flag,reorder_triggered
2023-02-19,SKU045,WH-BLR,1738,0,3,1735,4048.3,0,0
2023-02-19,SKU046,WH-MUM,852,0,11,841,535.2,0,0
2023-02-19,SKU046,WH-DEL,1293,0,5,1288,1803.2,0,0
2023-02-19,SKU046,WH-BLR,852,0,5,847,1185.8,0,0
2023-02-19,SKU047,WH-MUM,1464,0,5,1459,2042.6,0,0
2023-02-19,SKU047,WH-DEL,1223,0,4,1219,2133.2,0,0
2023-02-19,SKU047,WH-BLR,1006,0,8,998,873.2,0,0
2023-02-19,SKU048,WH-MUM,1254,0,9,1245,968.3,0,0
2023-02-19,SKU048,WH-DEL,927,0,8,919,804.1,0,0
2023-02-19,SKU048,WH-BLR,1956,0,1,1955,13685.0,0,0
2023-02-19,SKU049,WH-MUM,1613,0,8,1605,1404.4,0,0
2023-02-19,SKU049,WH-DEL,982,0,8,974,852.2,0,0
2023-02-19,SKU049,WH-BLR,1498,0,9,1489,1158.1,0,0
2023-02-19,SKU050,WH-MUM,1620,0,4,1616,2828.0,0,0
2023-02-19,SKU050,WH-DEL,5224,0,11,5213,3317.4,0,0
2023-02-19,SKU050,WH-BLR,1784,0,4,1780,3115.0,0,0
2023-02-26,SKU001,WH-MUM,1431,0,137,1294,66.1,0,0
2023-02-26,SKU001,WH-DEL,1277,0,76,1201,110.6,0,0
2023-02-26,SKU001,WH-BLR,449,1350,116,1683,101.6,0,1
2023-02-26,SKU002,WH-MUM,1569,0,164,1405,60.0,0,0
2023-02-26,SKU002,WH-DEL,1276,0,122,1154,66.2,0,0
2023-02-26,SKU002,WH-BLR,1120,0,135,985,51.1,0,0
2023-02-26,SKU003,WH-MUM,936,0,177,759,30.0,0,0
2023-02-26,SKU003,WH-DEL,1473,0,177,1296,51.3,0,0
2023-02-26,SKU003,WH-BLR,1934,0,48,1886,275.0,0,0
2023-02-26,SKU004,WH-MUM,3240,0,123,3117,177.4,0,0
2023-02-26,SKU004,WH-DEL,3825,0,85,3740,308.0,0,0
2023-02-26,SKU004,WH-BLR,3853,0,68,3785,389.6,0,0
2023-02-26,SKU005,WH-MUM,2895,0,90,2805,218.2,0,0
2023-02-26,SKU005,WH-DEL,2541,0,108,2433,157.7,0,0
2023-02-26,SKU005,WH-BLR,2687,0,62,2625,296.4,0,0
2023-02-26,SKU006,WH-MUM,1574,0,113,1461,90.5,0,0
2023-02-26,SKU006,WH-DEL,1754,0,97,1657,119.6,0,0
2023-02-26,SKU006,WH-BLR,1418,0,101,1317,91.3,0,0
2023-02-26,SKU007,WH-MUM,1662,0,136,1526,78.5,0,0
2023-02-26,SKU007,WH-DEL,1980,0,120,1860,108.5,0,0
2023-02-26,SKU007,WH-BLR,552,2208,88,2672,212.5,0,1
2023-02-26,SKU008,WH-MUM,1210,0,171,1039,42.5,0,0
2023-02-26,SKU008,WH-DEL,902,0,118,784,46.5,0,0
2023-02-26,SKU008,WH-BLR,441,0,74,367,34.7,0,0
2023-02-26,SKU009,WH-MUM,3213,0,156,3057,137.2,0,0
2023-02-26,SKU009,WH-DEL,3634,0,131,3503,187.2,0,0
2023-02-26,SKU009,WH-BLR,3437,0,85,3352,276.0,0,0
2023-02-26,SKU010,WH-MUM,2146,0,90,2056,159.9,0,0
2023-02-26,SKU010,WH-DEL,2221,0,81,2140,184.9,0,0
2023-02-26,SKU010,WH-BLR,2418,0,108,2310,149.7,0,0
2023-02-26,SKU011,WH-MUM,234,1515,111,1638,103.3,0,1
2023-02-26,SKU011,WH-DEL,646,0,83,563,47.5,0,0
2023-02-26,SKU011,WH-BLR,259,1515,47,1727,257.2,0,1
2023-02-26,SKU012,WH-MUM,1469,0,88,1381,109.9,0,0
2023-02-26,SKU012,WH-DEL,757,0,46,711,108.2,0,0
2023-02-26,SKU012,WH-BLR,405,0,52,353,47.5,0,0
2023-02-26,SKU013,WH-MUM,2533,0,65,2468,265.8,0,0
2023-02-26,SKU013,WH-DEL,867,1798,88,2577,205.0,0,1
2023-02-26,SKU013,WH-BLR,1898,0,45,1853,288.2,0,0
2023-02-26,SKU014,WH-MUM,531,0,44,487,77.5,0,0
2023-02-26,SKU014,WH-DEL,1540,0,84,1456,121.3,0,0
2023-02-26,SKU014,WH-BLR,1856,0,63,1793,199.2,0,0
2023-02-26,SKU015,WH-MUM,2732,0,60,2672,311.7,0,0
2023-02-26,SKU015,WH-DEL,2763,0,55,2708,344.7,0,0
2023-02-26,SKU015,WH-BLR,3384,0,69,3315,336.3,0,0
2023-02-26,SKU016,WH-MUM,741,0,71,670,66.1,0,0
2023-02-26,SKU016,WH-DEL,652,0,35,617,123.4,0,0
2023-02-26,SKU016,WH-BLR,1166,0,81,1085,93.8,0,0
2023-02-26,SKU017,WH-MUM,407,1664,120,1951,113.8,0,1
2023-02-26,SKU017,WH-DEL,1383,0,47,1336,199.0,0,0
2023-02-26,SKU017,WH-BLR,890,0,73,817,78.3,0,0
2023-02-26,SKU018,WH-MUM,563,2007,47,2523,375.8,0,1
2023-02-26,SKU018,WH-DEL,854,0,87,767,61.7,0,0
2023-02-26,SKU018,WH-BLR,2226,0,47,2179,324.5,0,0
2023-02-26,SKU019,WH-MUM,2703,0,111,2592,163.5,0,0
2023-02-26,SKU019,WH-DEL,2946,0,32,2914,637.4,0,0
2023-02-26,SKU019,WH-BLR,3638,0,28,3610,902.5,0,0
2023-02-26,SKU020,WH-MUM,2059,0,116,1943,117.2,0,0
2023-02-26,SKU020,WH-DEL,2350,0,33,2317,491.5,0,0
2023-02-26,SKU020,WH-BLR,2291,0,34,2257,464.7,0,0
2023-02-26,SKU021,WH-MUM,1065,0,124,941,53.1,0,0
2023-02-26,SKU021,WH-DEL,1007,0,122,885,50.8,0,0
2023-02-26,SKU021,WH-BLR,746,0,119,627,36.9,0,0
2023-02-26,SKU022,WH-MUM,2058,0,132,1926,102.1,0,0
2023-02-26,SKU022,WH-DEL,2343,0,154,2189,99.5,0,0
2023-02-26,SKU022,WH-BLR,2858,0,82,2776,237.0,0,0
2023-02-26,SKU023,WH-MUM,3407,0,84,3323,276.9,0,0
2023-02-26,SKU023,WH-DEL,3353,0,85,3268,269.1,0,0
2023-02-26,SKU023,WH-BLR,603,0,57,546,67.1,0,0
2023-02-26,SKU024,WH-MUM,1730,0,146,1584,75.9,0,0
2023-02-26,SKU024,WH-DEL,1818,0,72,1746,169.8,0,0
2023-02-26,SKU024,WH-BLR,1455,0,114,1341,82.3,0,0
2023-02-26,SKU025,WH-MUM,2438,0,104,2334,157.1,0,0
2023-02-26,SKU025,WH-DEL,2442,0,137,2305,117.8,0,0
2023-02-26,SKU025,WH-BLR,3551,0,117,3434,205.5,0,0
2023-02-26,SKU026,WH-MUM,1110,0,111,999,63.0,0,0
2023-02-26,SKU026,WH-DEL,2379,0,108,2271,147.2,0,0
2023-02-26,SKU026,WH-BLR,639,1935,111,2463,155.3,0,1
2023-02-26,SKU027,WH-MUM,3607,0,64,3543,387.5,0,0
2023-02-26,SKU027,WH-DEL,4140,0,108,4032,261.3,0,0
2023-02-26,SKU027,WH-BLR,3394,0,62,3332,376.2,0,0
2023-02-26,SKU028,WH-MUM,687,0,67,620,64.8,0,0
2023-02-26,SKU028,WH-DEL,363,0,66,297,31.5,0,0
2023-02-26,SKU028,WH-BLR,478,0,89,389,30.6,0,0
2023-02-26,SKU029,WH-MUM,1039,0,115,924,56.2,0,0
2023-02-26,SKU029,WH-DEL,1421,0,105,1316,87.7,0,0
2023-02-26,SKU029,WH-BLR,587,0,75,512,47.8,0,0
2023-02-26,SKU030,WH-MUM,923,0,86,837,68.1,0,0
2023-02-26,SKU030,WH-DEL,1132,0,78,1054,94.6,0,0
2023-02-26,SKU030,WH-BLR,1315,0,68,1247,128.4,0,0
2023-02-26,SKU031,WH-MUM,2734,0,65,2669,287.4,0,0
2023-02-26,SKU031,WH-DEL,2595,0,94,2501,186.2,0,0
2023-02-26,SKU031,WH-BLR,812,0,91,721,55.5,0,0
2023-02-26,SKU032,WH-MUM,507,0,157,350,15.6,0,0
2023-02-26,SKU032,WH-DEL,1442,0,89,1353,106.4,0,0
2023-02-26,SKU032,WH-BLR,826,0,41,785,134.0,0,0
2023-02-26,SKU033,WH-MUM,3260,0,151,3109,144.1,0,0
2023-02-26,SKU033,WH-DEL,3520,0,101,3419,237.0,0,0
2023-02-26,SKU033,WH-BLR,3522,0,69,3453,350.3,0,0
2023-02-26,SKU034,WH-MUM,2673,0,128,2545,139.2,0,0
2023-02-26,SKU034,WH-DEL,2114,0,104,2010,135.3,0,0
2023-02-26,SKU034,WH-BLR,865,0,62,803,90.7,0,0
2023-02-26,SKU035,WH-MUM,3502,0,84,3418,284.8,0,0
2023-02-26,SKU035,WH-DEL,3428,0,74,3354,317.3,0,0
2023-02-26,SKU035,WH-BLR,3681,0,85,3596,296.1,0,0
2023-02-26,SKU036,WH-MUM,3221,0,111,3110,196.1,0,0
2023-02-26,SKU036,WH-DEL,672,0,45,627,97.5,0,0
2023-02-26,SKU036,WH-BLR,3082,0,39,3043,546.2,0,0
2023-02-26,SKU037,WH-MUM,304,0,139,165,8.3,0,0
2023-02-26,SKU037,WH-DEL,471,0,72,399,38.8,0,0
2023-02-26,SKU037,WH-BLR,321,0,62,259,29.2,0,0
2023-02-26,SKU038,WH-MUM,439,0,59,380,45.1,0,0
2023-02-26,SKU038,WH-DEL,643,0,82,561,47.9,0,0
2023-02-26,SKU038,WH-BLR,866,0,90,776,60.4,0,0
2023-02-26,SKU039,WH-MUM,1979,0,99,1880,132.9,0,0
2023-02-26,SKU039,WH-DEL,2485,0,80,2405,210.4,0,0
2023-02-26,SKU039,WH-BLR,882,0,71,811,80.0,0,0
2023-02-26,SKU040,WH-MUM,4297,0,66,4231,448.7,0,0
2023-02-26,SKU040,WH-DEL,4933,0,122,4811,276.0,0,0
2023-02-26,SKU040,WH-BLR,5291,0,72,5219,507.4,0,0
2023-02-26,SKU041,WH-MUM,926,0,5,921,1289.4,0,0
2023-02-26,SKU041,WH-DEL,921,0,3,918,2142.0,0,0
2023-02-26,SKU041,WH-BLR,1065,0,7,1058,1058.0,0,0
2023-02-26,SKU042,WH-MUM,1782,0,3,1779,4151.0,0,0
2023-02-26,SKU042,WH-DEL,1774,0,5,1769,2476.6,0,0
2023-02-26,SKU042,WH-BLR,1311,0,5,1306,1828.4,0,0
2023-02-26,SKU043,WH-MUM,1088,0,13,1075,578.8,0,0
2023-02-26,SKU043,WH-DEL,1630,0,10,1620,1134.0,0,0
2023-02-26,SKU043,WH-BLR,1905,0,5,1900,2660.0,0,0
2023-02-26,SKU044,WH-MUM,1763,0,7,1756,1756.0,0,0
2023-02-26,SKU044,WH-DEL,1048,0,2,1046,3661.0,0,0
2023-02-26,SKU044,WH-BLR,1701,0,1,1700,11900.0,0,0
2023-02-26,SKU045,WH-MUM,1548,0,2,1546,5411.0,0,0
2023-02-26,SKU045,WH-DEL,1934,0,11,1923,1223.7,0,0
2023-02-26,SKU045,WH-BLR,1735,0,8,1727,1511.1,0,0
2023-02-26,SKU046,WH-MUM,841,0,5,836,1170.4,0,0
2023-02-26,SKU046,WH-DEL,1288,0,10,1278,894.6,0,0
2023-02-26,SKU046,WH-BLR,847,0,2,845,2957.5,0,0
2023-02-26,SKU047,WH-MUM,1459,0,9,1450,1127.8,0,0
2023-02-26,SKU047,WH-DEL,1219,0,2,1217,4259.5,0,0
2023-02-26,SKU047,WH-BLR,998,0,3,995,2321.7,0,0
2023-02-26,SKU048,WH-MUM,1245,0,5,1240,1736.0,0,0
2023-02-26,SKU048,WH-DEL,919,0,4,915,1601.2,0,0
2023-02-26,SKU048,WH-BLR,1955,0,5,1950,2730.0,0,0
2023-02-26,SKU049,WH-MUM,1605,0,9,1596,1241.3,0,0
2023-02-26,SKU049,WH-DEL,974,0,6,968,1129.3,0,0
2023-02-26,SKU049,WH-BLR,1489,0,9,1480,1151.1,0,0
2023-02-26,SKU050,WH-MUM,1616,0,7,1609,1609.0,0,0
2023-02-26,SKU050,WH-DEL,5213,0,6,5207,6074.8,0,0
2023-02-26,SKU050,WH-BLR,1780,0,7,1773,1773.0,0,0
2023-03-05,SKU001,WH-MUM,1294,0,166,1128,47.6,0,0
2023-03-05,SKU001,WH-DEL,1201,0,140,1061,53.0,0,0
2023-03-05,SKU001,WH-BLR,1683,0,88,1595,126.9,0,0
2023-03-05,SKU002,WH-MUM,1405,0,76,1329,122.4,0,0
2023-03-05,SKU002,WH-DEL,1154,0,92,1062,80.8,0,0
2023-03-05,SKU002,WH-BLR,985,0,125,860,48.2,0,0
2023-03-05,SKU003,WH-MUM,759,0,141,618,30.7,0,0
2023-03-05,SKU003,WH-DEL,1296,0,97,1199,86.5,0,0
2023-03-05,SKU003,WH-BLR,1886,0,69,1817,184.3,0,0
2023-03-05,SKU004,WH-MUM,3117,0,166,2951,124.4,0,0
2023-03-05,SKU004,WH-DEL,3740,0,145,3595,173.6,0,0
2023-03-05,SKU004,WH-BLR,3785,0,109,3676,236.1,0,0
2023-03-05,SKU005,WH-MUM,2805,0,198,2607,92.2,0,0
2023-03-05,SKU005,WH-DEL,2433,0,65,2368,255.0,0,0
2023-03-05,SKU005,WH-BLR,2625,0,81,2544,219.9,0,0
2023-03-05,SKU006,WH-MUM,1461,0,104,1357,91.3,0,0
2023-03-05,SKU006,WH-DEL,1657,0,73,1584,151.9,0,0
2023-03-05,SKU006,WH-BLR,1317,0,69,1248,126.6,0,0
2023-03-05,SKU007,WH-MUM,1526,0,199,1327,46.7,0,0
2023-03-05,SKU007,WH-DEL,1860,0,111,1749,110.3,0,0
2023-03-05,SKU007,WH-BLR,2672,0,88,2584,205.5,0,0
2023-03-05,SKU008,WH-MUM,1039,0,162,877,37.9,0,0
2023-03-05,SKU008,WH-DEL,784,0,80,704,61.6,0,0
2023-03-05,SKU008,WH-BLR,367,0,92,275,20.9,0,0
2023-03-05,SKU009,WH-MUM,3057,0,190,2867,105.6,0,0
2023-03-05,SKU009,WH-DEL,3503,0,83,3420,288.4,0,0
2023-03-05,SKU009,WH-BLR,3352,0,61,3291,377.7,0,0
2023-03-05,SKU010,WH-MUM,2056,0,173,1883,76.2,0,0
2023-03-05,SKU010,WH-DEL,2140,0,153,1987,90.9,0,0
2023-03-05,SKU010,WH-BLR,2310,0,116,2194,132.4,0,0
2023-03-05,SKU011,WH-MUM,1638,0,83,1555,131.1,0,0
2023-03-05,SKU011,WH-DEL,563,0,48,515,75.1,0,0
2023-03-05,SKU011,WH-BLR,1727,0,39,1688,303.0,0,0
2023-03-05,SKU012,WH-MUM,1381,0,62,1319,148.9,0,0
2023-03-05,SKU012,WH-DEL,711,0,88,623,49.6,0,0
2023-03-05,SKU012,WH-BLR,353,1464,40,1777,311.0,0,1
2023-03-05,SKU013,WH-MUM,2468,0,108,2360,153.0,0,0
2023-03-05,SKU013,WH-DEL,2577,0,57,2520,309.5,0,0
2023-03-05,SKU013,WH-BLR,1853,0,40,1813,317.3,0,0
2023-03-05,SKU014,WH-MUM,487,0,83,404,34.1,0,0
2023-03-05,SKU014,WH-DEL,1456,0,59,1397,165.7,0,0
2023-03-05,SKU014,WH-BLR,1793,0,48,1745,254.5,0,0
2023-03-05,SKU015,WH-MUM,2672,0,82,2590,221.1,0,0
2023-03-05,SKU015,WH-DEL,2708,0,61,2647,303.8,0,0
2023-03-05,SKU015,WH-BLR,3315,0,38,3277,603.7,0,0
2023-03-05,SKU016,WH-MUM,670,0,100,570,39.9,0,0
2023-03-05,SKU016,WH-DEL,617,0,62,555,62.7,0,0
2023-03-05,SKU016,WH-BLR,1085,0,39,1046,187.7,0,0
2023-03-05,SKU017,WH-MUM,1951,0,56,1895,236.9,0,0
2023-03-05,SKU017,WH-DEL,1336,0,70,1266,126.6,0,0
2023-03-05,SKU017,WH-BLR,817,0,62,755,85.2,0,0
2023-03-05,SKU018,WH-MUM,2523,0,45,2478,385.5,0,0
2023-03-05,SKU018,WH-DEL,767,0,80,687,60.1,0,0
2023-03-05,SKU018,WH-BLR,2179,0,70,2109,210.9,0,0
2023-03-05,SKU019,WH-MUM,2592,0,73,2519,241.5,0,0
2023-03-05,SKU019,WH-DEL,2914,0,54,2860,370.7,0,0
2023-03-05,SKU019,WH-BLR,3610,0,68,3542,364.6,0,0
2023-03-05,SKU020,WH-MUM,1943,0,85,1858,153.0,0,0
2023-03-05,SKU020,WH-DEL,2317,0,91,2226,171.2,0,0
2023-03-05,SKU020,WH-BLR,2257,0,65,2192,236.1,0,0
2023-03-05,SKU021,WH-MUM,941,0,85,856,70.5,0,0
2023-03-05,SKU021,WH-DEL,885,0,136,749,38.6,0,0
2023-03-05,SKU021,WH-BLR,627,1410,108,1929,125.0,0,1
2023-03-05,SKU022,WH-MUM,1926,0,135,1791,92.9,0,0
2023-03-05,SKU022,WH-DEL,2189,0,133,2056,108.2,0,0
2023-03-05,SKU022,WH-BLR,2776,0,87,2689,216.4,0,0
2023-03-05,SKU023,WH-MUM,3323,0,131,3192,170.6,0,0
2023-03-05,SKU023,WH-DEL,3268,0,96,3172,231.3,0,0
2023-03-05,SKU023,WH-BLR,546,2970,104,3412,229.7,0,1
2023-03-05,SKU024,WH-MUM,1584,0,150,1434,66.9,0,0
2023-03-05,SKU024,WH-DEL,1746,0,116,1630,98.4,0,0
2023-03-05,SKU024,WH-BLR,1341,0,53,1288,170.1,0,0
2023-03-05,SKU025,WH-MUM,2334,0,142,2192,108.1,0,0
2023-03-05,SKU025,WH-DEL,2305,0,75,2230,208.1,0,0
2023-03-05,SKU025,WH-BLR,3434,0,105,3329,221.9,0,0
2023-03-05,SKU026,WH-MUM,999,0,97,902,65.1,0,0
2023-03-05,SKU026,WH-DEL,2271,0,107,2164,141.6,0,0
2023-03-05,SKU026,WH-BLR,2463,0,99,2364,167.2,0,0
2023-03-05,SKU027,WH-MUM,3543,0,102,3441,236.1,0,0
2023-03-05,SKU027,WH-DEL,4032,0,125,3907,218.8,0,0
2023-03-05,SKU027,WH-BLR,3332,0,45,3287,511.3,0,0
2023-03-05,SKU028,WH-MUM,620,0,105,515,34.3,0,0
2023-03-05,SKU028,WH-DEL,297,1232,106,1423,94.0,0,1
2023-03-05,SKU028,WH-BLR,389,0,48,341,49.7,0,0
2023-03-05,SKU029,WH-MUM,924,0,138,786,39.9,0,0
2023-03-05,SKU029,WH-DEL,1316,0,68,1248,128.5,0,0
2023-03-05,SKU029,WH-BLR,512,0,83,429,36.2,0,0
2023-03-05,SKU030,WH-MUM,837,0,155,682,30.8,0,0
2023-03-05,SKU030,WH-DEL,1054,0,148,906,42.9,0,0
2023-03-05,SKU030,WH-BLR,1247,0,106,1141,75.3,0,0
2023-03-05,SKU031,WH-MUM,2669,0,59,2610,309.7,0,0
2023-03-05,SKU031,WH-DEL,2501,0,48,2453,357.7,0,0
2023-03-05,SKU031,WH-BLR,721,0,95,626,46.1,0,0
2023-03-05,SKU032,WH-MUM,350,0,65,285,30.7,0,0
2023-03-05,SKU032,WH-DEL,1353,0,85,1268,104.4,0,0
2023-03-05,SKU032,WH-BLR,785,0,36,749,145.6,0,0
2023-03-05,SKU033,WH-MUM,3109,0,140,2969,148.4,0,0
2023-03-05,SKU033,WH-DEL,3419,0,109,3310,212.6,0,0
2023-03-05,SKU033,WH-BLR,3453,0,48,3405,496.6,0,0
2023-03-05,SKU034,WH-MUM,2545,0,134,2411,125.9,0,0
2023-03-05,SKU034,WH-DEL,2010,0,63,1947,216.3,0,0
2023-03-05,SKU034,WH-BLR,803,0,77,726,66.0,0,0
2023-03-05,SKU035,WH-MUM,3418,0,106,3312,218.7,0,0
2023-03-05,SKU035,WH-DEL,3354,0,126,3228,179.3,0,0
2023-03-05,SKU035,WH-BLR,3596,0,59,3537,419.6,0,0
2023-03-05,SKU036,WH-MUM,3110,0,111,2999,189.1,0,0
2023-03-05,SKU036,WH-DEL,627,3240,107,3760,246.0,0,1
2023-03-05,SKU036,WH-BLR,3043,0,76,2967,273.3,0,0
2023-03-05,SKU037,WH-MUM,165,663,107,721,47.2,0,1
2023-03-05,SKU037,WH-DEL,399,0,90,309,24.0,0,0
2023-03-05,SKU037,WH-BLR,259,0,42,217,36.2,0,0
2023-03-05,SKU038,WH-MUM,380,868,59,1189,141.1,0,1
2023-03-05,SKU038,WH-DEL,561,0,63,498,55.3,0,0
2023-03-05,SKU038,WH-BLR,776,0,83,693,58.4,0,0
2023-03-05,SKU039,WH-MUM,1880,0,57,1823,223.9,0,0
2023-03-05,SKU039,WH-DEL,2405,0,49,2356,336.6,0,0
2023-03-05,SKU039,WH-BLR,811,0,43,768,125.0,0,0
2023-03-05,SKU040,WH-MUM,4231,0,80,4151,363.2,0,0
2023-03-05,SKU040,WH-DEL,4811,0,103,4708,320.0,0,0
2023-03-05,SKU040,WH-BLR,5219,0,82,5137,438.5,0,0
2023-03-05,SKU041,WH-MUM,921,0,11,910,579.1,0,0
2023-03-05,SKU041,WH-DEL,918,0,10,908,635.6,0,0
2023-03-05,SKU041,WH-BLR,1058,0,5,1053,1474.2,0,0
2023-03-05,SKU042,WH-MUM,1779,0,4,1775,3106.2,0,0
2023-03-05,SKU042,WH-DEL,1769,0,6,1763,2056.8,0,0
2023-03-05,SKU042,WH-BLR,1306,0,1,1305,9135.0,0,0
2023-03-05,SKU043,WH-MUM,1075,0,2,1073,3755.5,0,0
2023-03-05,SKU043,WH-DEL,1620,0,4,1616,2828.0,0,0
2023-03-05,SKU043,WH-BLR,1900,0,3,1897,4426.3,0,0
2023-03-05,SKU044,WH-MUM,1756,0,2,1754,6139.0,0,0
2023-03-05,SKU044,WH-DEL,1046,0,11,1035,658.6,0,0
2023-03-05,SKU044,WH-BLR,1700,0,5,1695,2373.0,0,0
2023-03-05,SKU045,WH-MUM,1546,0,15,1531,714.5,0,0
2023-03-05,SKU045,WH-DEL,1923,0,3,1920,4480.0,0,0
2023-03-05,SKU045,WH-BLR,1727,0,5,1722,2410.8,0,0
2023-03-05,SKU046,WH-MUM,836,0,11,825,525.0,0,0
2023-03-05,SKU046,WH-DEL,1278,0,11,1267,806.3,0,0
2023-03-05,SKU046,WH-BLR,845,0,9,836,650.2,0,0
2023-03-05,SKU047,WH-MUM,1450,0,15,1435,669.7,0,0
2023-03-05,SKU047,WH-DEL,1217,0,3,1214,2832.7,0,0
2023-03-05,SKU047,WH-BLR,995,0,5,990,1386.0,0,0
2023-03-05,SKU048,WH-MUM,1240,0,10,1230,861.0,0,0
2023-03-05,SKU048,WH-DEL,915,0,3,912,2128.0,0,0
2023-03-05,SKU048,WH-BLR,1950,0,1,1949,13643.0,0,0
2023-03-05,SKU049,WH-MUM,1596,0,3,1593,3717.0,0,0
2023-03-05,SKU049,WH-DEL,968,0,8,960,840.0,0,0
2023-03-05,SKU049,WH-BLR,1480,0,6,1474,1719.7,0,0
2023-03-05,SKU050,WH-MUM,1609,0,4,1605,2808.8,0,0
2023-03-05,SKU050,WH-DEL,5207,0,4,5203,9105.2,0,0
2023-03-05,SKU050,WH-BLR,1773,0,3,1770,4130.0,0,0
2023-03-12,SKU001,WH-MUM,1128,0,143,985,48.2,0,0
2023-03-12,SKU001,WH-DEL,1061,0,74,987,93.4,0,0
2023-03-12,SKU001,WH-BLR,1595,0,130,1465,78.9,0,0
2023-03-12,SKU002,WH-MUM,1329,0,78,1251,112.3,0,0
2023-03-12,SKU002,WH-DEL,1062,0,109,953,61.2,0,0
2023-03-12,SKU002,WH-BLR,860,0,54,806,104.5,0,0
2023-03-12,SKU003,WH-MUM,618,1434,176,1876,74.6,0,1
2023-03-12,SKU003,WH-DEL,1199,0,74,1125,106.4,0,0
2023-03-12,SKU003,WH-BLR,1817,0,101,1716,118.9,0,0
2023-03-12,SKU004,WH-MUM,2951,0,122,2829,162.3,0,0
2023-03-12,SKU004,WH-DEL,3595,0,137,3458,176.7,0,0
2023-03-12,SKU004,WH-BLR,3676,0,84,3592,299.3,0,0
2023-03-12,SKU005,WH-MUM,2607,0,121,2486,143.8,0,0
2023-03-12,SKU005,WH-DEL,2368,0,101,2267,157.1,0,0
2023-03-12,SKU005,WH-BLR,2544,0,94,2450,182.4,0,0
2023-03-12,SKU006,WH-MUM,1357,0,186,1171,44.1,0,0
2023-03-12,SKU006,WH-DEL,1584,0,168,1416,59.0,0,0
2023-03-12,SKU006,WH-BLR,1248,0,112,1136,71.0,0,0
2023-03-12,SKU007,WH-MUM,1327,0,98,1229,87.8,0,0
2023-03-12,SKU007,WH-DEL,1749,0,157,1592,71.0,0,0
2023-03-12,SKU007,WH-BLR,2584,0,73,2511,240.8,0,0
2023-03-12,SKU008,WH-MUM,877,0,192,685,25.0,0,0
2023-03-12,SKU008,WH-DEL,704,0,99,605,42.8,0,0
2023-03-12,SKU008,WH-BLR,275,1635,112,1798,112.4,0,1
2023-03-12,SKU009,WH-MUM,2867,0,111,2756,173.8,0,0
2023-03-12,SKU009,WH-DEL,3420,0,94,3326,247.7,0,0
2023-03-12,SKU009,WH-BLR,3291,0,73,3218,308.6,0,0
2023-03-12,SKU010,WH-MUM,1883,0,134,1749,91.4,0,0
2023-03-12,SKU010,WH-DEL,1987,0,65,1922,207.0,0,0
2023-03-12,SKU010,WH-BLR,2194,0,116,2078,125.4,0,0
2023-03-12,SKU011,WH-MUM,1555,0,82,1473,125.7,0,0
2023-03-12,SKU011,WH-DEL,515,0,66,449,47.6,0,0
2023-03-12,SKU011,WH-BLR,1688,0,41,1647,281.2,0,0
2023-03-12,SKU012,WH-MUM,1319,0,63,1256,139.6,0,0
2023-03-12,SKU012,WH-DEL,623,0,36,587,114.1,0,0
2023-03-12,SKU012,WH-BLR,1777,0,29,1748,421.9,0,0
2023-03-12,SKU013,WH-MUM,2360,0,40,2320,406.0,0,0
2023-03-12,SKU013,WH-DEL,2520,0,35,2485,497.0,0,0
2023-03-12,SKU013,WH-BLR,1813,0,46,1767,268.9,0,0
2023-03-12,SKU014,WH-MUM,404,0,45,359,55.8,0,0
2023-03-12,SKU014,WH-DEL,1397,0,52,1345,181.1,0,0
2023-03-12,SKU014,WH-BLR,1745,0,39,1706,306.2,0,0
2023-03-12,SKU015,WH-MUM,2590,0,75,2515,234.7,0,0
2023-03-12,SKU015,WH-DEL,2647,0,75,2572,240.1,0,0
2023-03-12,SKU015,WH-BLR,3277,0,69,3208,325.4,0,0
2023-03-12,SKU016,WH-MUM,570,0,88,482,38.3,0,0
2023-03-12,SKU016,WH-DEL,555,0,75,480,44.8,0,0
2023-03-12,SKU016,WH-BLR,1046,0,67,979,102.3,0,0
2023-03-12,SKU017,WH-MUM,1895,0,94,1801,134.1,0,0
2023-03-12,SKU017,WH-DEL,1266,0,43,1223,199.1,0,0
2023-03-12,SKU017,WH-BLR,755,0,37,718,135.8,0,0
2023-03-12,SKU018,WH-MUM,2478,0,84,2394,199.5,0,0
2023-03-12,SKU018,WH-DEL,687,0,77,610,55.5,0,0
2023-03-12,SKU018,WH-BLR,2109,0,78,2031,182.3,0,0
2023-03-12,SKU019,WH-MUM,2519,0,79,2440,216.2,0,0
2023-03-12,SKU019,WH-DEL,2860,0,96,2764,201.5,0,0
2023-03-12,SKU019,WH-BLR,3542,0,36,3506,681.7,0,0
2023-03-12,SKU020,WH-MUM,1858,0,44,1814,288.6,0,0
2023-03-12,SKU020,WH-DEL,2226,0,65,2161,232.7,0,0
2023-03-12,SKU020,WH-BLR,2192,0,32,2160,472.5,0,0
2023-03-12,SKU021,WH-MUM,856,0,171,685,28.0,0,0
2023-03-12,SKU021,WH-DEL,749,0,98,651,46.5,0,0
2023-03-12,SKU021,WH-BLR,1929,0,58,1871,225.8,0,0
2023-03-12,SKU022,WH-MUM,1791,0,178,1613,63.4,0,0
