po_id,supplier_id,sku_id,order_date,promised_delivery_date,actual_delivery_date,ordered_qty,received_qty,defect_qty,unit_cost_inr,po_value_inr,delay_days,po_status,fill_rate,defect_rate,is_delayed,is_cancelled,order_month,order_quarter,order_year
PO00367,SUP003,SKU005,2024-04-30,2024-05-08,2024-05-06,569,546,10,132.91,75625.79,0.0,Delivered,0.9596,0.0183,0,0,2024-04,2024Q2,2024
PO00368,SUP003,SKU010,2024-03-09,2024-03-17,2024-03-16,2564,2463,25,218.56,560387.84,0.0,Partial,0.9606,0.0102,0,0,2024-03,2024Q1,2024
PO00369,SUP003,SKU005,2024-02-11,2024-02-19,2024-02-22,2815,2716,3,132.91,374141.65,3.0,Partial,0.9648,0.0011,1,0,2024-02,2024Q1,2024
PO00370,SUP003,SKU001,2024-10-17,2024-10-25,2024-10-23,2947,2827,13,233.46,688006.62,0.0,Delivered,0.9593,0.0046,0,0,2024-10,2024Q4,2024
PO00371,SUP003,SKU007,2024-09-06,2024-09-14,2024-09-14,708,695,3,104.53,74007.24,0.0,Delivered,0.9816,0.0043,0,0,2024-09,2024Q3,2024
PO00372,SUP003,SKU008,2024-02-19,2024-02-27,2024-03-03,2055,1987,27,273.71,562474.05,5.0,Delivered,0.9669,0.0136,1,0,2024-02,2024Q1,2024
PO00373,SUP003,SKU009,2024-11-18,2024-11-26,2024-11-26,1983,1912,28,98.91,196138.53,0.0,Delivered,0.9642,0.0146,0,0,2024-11,2024Q4,2024
PO00374,SUP003,SKU007,2023-07-07,2023-07-15,2023-07-13,1231,1183,20,104.53,128676.43,0.0,Partial,0.961,0.0169,0,0,2023-07,2023Q3,2023
PO00375,SUP003,SKU010,2023-12-06,2023-12-14,2023-12-13,1464,1425,16,218.56,319971.84,0.0,Delivered,0.9734,0.0112,0,0,2023-12,2023Q4,2023
PO00376,SUP003,SKU003,2023-03-14,2023-03-22,2023-03-22,3626,3540,61,87.63,317746.38,0.0,Delivered,0.9763,0.0172,0,0,2023-03,2023Q1,2023
PO00377,SUP003,SKU002,2023-05-21,2023-05-29,2023-05-27,4248,4066,14,113.49,482105.52,0.0,Delivered,0.9572,0.0034,0,0,2023-05,2023Q2,2023
PO00378,SUP003,SKU003,2024-05-14,2024-05-22,2024-05-21,975,926,14,87.63,85439.25,0.0,Partial,0.9497,0.0151,0,0,2024-05,2024Q2,2024
PO00379,SUP003,SKU008,2024-08-13,2024-08-21,2024-08-21,1560,1529,12,273.71,426987.6,0.0,Delivered,0.9801,0.0078,0,0,2024-08,2024Q3,2024
PO00380,SUP003,SKU004,2024-01-28,2024-02-05,,2686,0,0,214.7,576684.2,,Cancelled,0.0,0.0,0,1,2024-01,2024Q1,2024
PO00381,SUP003,SKU004,2024-01-18,2024-01-26,2024-01-24,2061,1959,28,214.7,442496.7,0.0,Partial,0.9505,0.0143,0,0,2024-01,2024Q1,2024
PO00382,SUP003,SKU005,2023-12-19,2023-12-27,2023-12-25,3007,2881,17,132.91,399660.37,0.0,Delivered,0.9581,0.0059,0,0,2023-12,2023Q4,2023
PO00383,SUP003,SKU008,2024-04-11,2024-04-19,2024-04-18,4052,4029,27,273.71,1109072.92,0.0,Delivered,0.9943,0.0067,0,0,2024-04,2024Q2,2024
PO00384,SUP003,SKU001,2024-01-03,2024-01-11,2024-01-10,656,630,1,233.46,153149.76,0.0,Delivered,0.9604,0.0016,0,0,2024-01,2024Q1,2024
PO00385,SUP003,SKU010,2024-08-26,2024-09-03,2024-09-01,806,780,12,218.56,176159.36,0.0,Delivered,0.9677,0.0154,0,0,2024-08,2024Q3,2024
PO00386,SUP003,SKU002,2023-02-19,2023-02-27,2023-02-28,661,629,5,113.49,75016.89,1.0,Partial,0.9516,0.0079,1,0,2023-02,2023Q1,2023
PO00387,SUP003,SKU005,2024-07-14,2024-07-22,2024-07-22,576,555,7,132.91,76556.16,0.0,Delivered,0.9635,0.0126,0,0,2024-07,2024Q3,2024
PO00388,SUP003,SKU002,2024-09-29,2024-10-07,2024-10-07,4690,4624,10,113.49,532268.1,0.0,Partial,0.9859,0.0022,0,0,2024-09,2024Q3,2024
PO00389,SUP003,SKU003,2024-05-24,2024-06-01,2024-05-31,4785,4778,39,87.63,419309.55,0.0,Partial,0.9985,0.0082,0,0,2024-05,2024Q2,2024
PO00390,SUP003,SKU002,2023-02-10,2023-02-18,2023-02-16,4437,4288,57,113.49,503555.13,0.0,Partial,0.9664,0.0133,0,0,2023-02,2023Q1,2023
PO00391,SUP003,SKU004,2024-08-10,2024-08-18,2024-08-18,4691,4474,80,214.7,1007157.7,0.0,Delivered,0.9537,0.0179,0,0,2024-08,2024Q3,2024
PO00392,SUP003,SKU005,2024-04-12,2024-04-20,2024-04-19,910,869,0,132.91,120948.1,0.0,Partial,0.9549,0.0,0,0,2024-04,2024Q2,2024
PO00393,SUP003,SKU003,2024-01-04,2024-01-12,2024-01-10,1449,1383,1,87.63,126975.87,0.0,Delivered,0.9545,0.0007,0,0,2024-01,2024Q1,2024
PO00394,SUP003,SKU003,2024-11-10,2024-11-18,2024-11-17,2697,2680,43,87.63,236338.11,0.0,Partial,0.9937,0.016,0,0,2024-11,2024Q4,2024
PO00395,SUP003,SKU003,2023-04-27,2023-05-05,2023-05-04,3659,3602,30,87.63,320638.17,0.0,Delivered,0.9844,0.0083,0,0,2023-04,2023Q2,2023
PO00396,SUP003,SKU008,2023-04-26,2023-05-04,2023-05-04,1349,1309,21,273.71,369234.79,0.0,Delivered,0.9703,0.016,0,0,2023-04,2023Q2,2023
PO00397,SUP003,SKU003,2023-07-05,2023-07-13,2023-07-11,736,730,10,87.63,64495.68,0.0,Delivered,0.9918,0.0137,0,0,2023-07,2023Q3,2023
PO00398,SUP003,SKU009,2024-05-09,2024-05-17,2024-05-16,4110,3913,24,98.91,406520.1,0.0,Partial,0.9521,0.0061,0,0,2024-05,2024Q2,2024
PO00399,SUP003,SKU007,2024-08-13,2024-08-21,2024-08-19,3271,3192,39,104.53,341917.63,0.0,Delivered,0.9758,0.0122,0,0,2024-08,2024Q3,2024
PO00400,SUP003,SKU010,2024-11-08,2024-11-16,2024-11-14,3652,3496,62,218.56,798181.12,0.0,Delivered,0.9573,0.0177,0,0,2024-11,2024Q4,2024
PO00401,SUP003,SKU008,2023-02-25,2023-03-05,2023-03-03,4344,4311,6,273.71,1188996.24,0.0,Delivered,0.9924,0.0014,0,0,2023-02,2023Q1,2023
PO00402,SUP003,SKU004,2023-11-25,2023-12-03,2023-12-03,4652,4471,36,214.7,998784.4,0.0,Delivered,0.9611,0.0081,0,0,2023-11,2023Q4,2023
PO00403,SUP003,SKU008,2023-03-22,2023-03-30,2023-03-29,1221,1212,2,273.71,334199.91,0.0,Delivered,0.9926,0.0017,0,0,2023-03,2023Q1,2023
PO00404,SUP003,SKU010,2024-10-31,2024-11-08,2024-11-08,4998,4748,57,218.56,1092362.88,0.0,Partial,0.95,0.012,0,0,2024-10,2024Q4,2024
PO00405,SUP003,SKU004,2024-10-14,2024-10-22,2024-10-22,4237,4226,4,214.7,909683.9,0.0,Partial,0.9974,0.0009,0,0,2024-10,2024Q4,2024
PO00406,SUP003,SKU002,2024-04-10,2024-04-18,2024-04-16,4375,4313,39,113.49,496518.75,0.0,Partial,0.9858,0.009,0,0,2024-04,2024Q2,2024
PO00407,SUP003,SKU003,2024-11-05,2024-11-13,2024-11-11,2891,2825,6,87.63,253338.33,0.0,Partial,0.9772,0.0021,0,0,2024-11,2024Q4,2024
PO00408,SUP003,SKU007,2024-05-19,2024-05-27,2024-05-25,3852,3680,13,104.53,402649.56,0.0,Delivered,0.9553,0.0035,0,0,2024-05,2024Q2,2024
PO00409,SUP003,SKU010,2023-08-09,2023-08-17,2023-08-15,3268,3122,57,218.56,714254.08,0.0,Delivered,0.9553,0.0183,0,0,2023-08,2023Q3,2023
PO00410,SUP003,SKU001,2023-05-07,2023-05-15,2023-05-13,4630,4429,46,233.46,1080919.8,0.0,Delivered,0.9566,0.0104,0,0,2023-05,2023Q2,2023
PO00411,SUP003,SKU003,2024-07-20,2024-07-28,2024-07-27,4664,4612,63,87.63,408706.32,0.0,Delivered,0.9889,0.0137,0,0,2024-07,2024Q3,2024
PO00412,SUP003,SKU004,2023-05-12,2023-05-20,2023-05-18,3136,3058,59,214.7,673299.2,0.0,Partial,0.9751,0.0193,0,0,2023-05,2023Q2,2023
PO00413,SUP003,SKU009,2023-10-08,2023-10-16,2023-10-15,4209,4167,50,98.91,416312.19,0.0,Partial,0.99,0.012,0,0,2023-10,2023Q4,2023
PO00414,SUP003,SKU006,2023-11-03,2023-11-11,2023-11-10,2280,2188,12,247.55,564414.0,0.0,Delivered,0.9596,0.0055,0,0,2023-11,2023Q4,2023
PO00415,SUP003,SKU006,2024-11-19,2024-11-27,2024-11-27,4627,4521,64,247.55,1145413.85,0.0,Delivered,0.9771,0.0142,0,0,2024-11,2024Q4,2024
PO00416,SUP003,SKU007,2024-07-29,2024-08-06,2024-08-04,3919,3855,41,104.53,409653.07,0.0,Delivered,0.9837,0.0106,0,0,2024-07,2024Q3,2024
PO00417,SUP003,SKU003,2023-01-14,2023-01-22,2023-01-24,934,918,13,87.63,81846.42,2.0,Partial,0.9829,0.0142,1,0,2023-01,2023Q1,2023
PO00418,SUP003,SKU008,2023-10-21,2023-10-29,2023-10-29,2917,2800,20,273.71,798412.07,0.0,Delivered,0.9599,0.0071,0,0,2023-10,2023Q4,2023
PO00419,SUP003,SKU005,2023-04-15,2023-04-23,2023-04-21,2337,2306,10,132.91,310610.67,0.0,Delivered,0.9867,0.0043,0,0,2023-04,2023Q2,2023
PO00420,SUP003,SKU004,2024-11-11,2024-11-19,2024-11-18,3061,3055,45,214.7,657196.7,0.0,Partial,0.998,0.0147,0,0,2024-11,2024Q4,2024
PO00421,SUP003,SKU010,2024-09-27,2024-10-05,2024-10-04,2347,2336,30,218.56,512960.32,0.0,Delivered,0.9953,0.0128,0,0,2024-09,2024Q3,2024
PO00422,SUP003,SKU003,2024-07-13,2024-07-21,2024-07-19,2085,2011,27,87.63,182708.55,0.0,Partial,0.9645,0.0134,0,0,2024-07,2024Q3,2024
PO00423,SUP003,SKU005,2023-06-27,2023-07-05,2023-07-05,4010,3865,12,132.91,532969.1,0.0,Partial,0.9638,0.0031,0,0,2023-06,2023Q2,2023
PO00424,SUP003,SKU010,2023-01-06,2023-01-14,2023-01-14,827,792,0,218.56,180749.12,0.0,Partial,0.9577,0.0,0,0,2023-01,2023Q1,2023
PO00425,SUP003,SKU003,2024-11-08,2024-11-16,2024-11-14,3433,3273,34,87.63,300833.79,0.0,Delivered,0.9534,0.0104,0,0,2024-11,2024Q4,2024
PO00426,SUP003,SKU004,2024-06-17,2024-06-25,2024-06-24,4948,4833,21,214.7,1062335.6,0.0,Partial,0.9768,0.0043,0,0,2024-06,2024Q2,2024
PO00427,SUP003,SKU001,2024-11-10,2024-11-18,2024-11-18,4845,4717,70,233.46,1131113.7,0.0,Delivered,0.9736,0.0148,0,0,2024-11,2024Q4,2024
PO00428,SUP003,SKU002,2023-04-28,2023-05-06,2023-05-04,2497,2491,15,113.49,283384.53,0.0,Delivered,0.9976,0.006,0,0,2023-04,2023Q2,2023
PO00429,SUP003,SKU008,2024-01-31,2024-02-08,2024-02-08,4734,4691,75,273.71,1295743.14,0.0,Partial,0.9909,0.016,0,0,2024-01,2024Q1,2024
PO00430,SUP003,SKU009,2024-05-13,2024-05-21,2024-05-21,3124,3048,10,98.91,308994.84,0.0,Delivered,0.9757,0.0033,0,0,2024-05,2024Q2,2024
PO00431,SUP003,SKU004,2024-06-30,2024-07-08,,768,0,0,214.7,164889.6,,Cancelled,0.0,0.0,0,1,2024-06,2024Q2,2024
PO00432,SUP003,SKU007,2024-11-17,2024-11-25,2024-11-23,3975,3942,65,104.53,415506.75,0.0,Partial,0.9917,0.0165,0,0,2024-11,2024Q4,2024
PO00433,SUP003,SKU001,2024-10-24,2024-11-01,2024-11-03,694,675,1,233.46,162021.24,2.0,Partial,0.9726,0.0015,1,0,2024-10,2024Q4,2024
PO00434,SUP003,SKU007,2023-07-02,2023-07-10,2023-07-08,2364,2353,21,104.53,247108.92,0.0,Delivered,0.9953,0.0089,0,0,2023-07,2023Q3,2023
PO00435,SUP003,SKU010,2024-03-19,2024-03-27,2024-03-27,4881,4638,5,218.56,1066791.36,0.0,Delivered,0.9502,0.0011,0,0,2024-03,2024Q1,2024
PO00436,SUP003,SKU005,2023-02-16,2023-02-24,2023-03-01,1369,1320,16,132.91,181953.79,5.0,Delivered,0.9642,0.0121,1,0,2023-02,2023Q1,2023
PO00437,SUP003,SKU009,2024-03-24,2024-04-01,2024-04-01,4382,4197,62,98.91,433423.62,0.0,Partial,0.9578,0.0148,0,0,2024-03,2024Q1,2024
PO00438,SUP003,SKU003,2023-10-30,2023-11-07,2023-11-05,3556,3548,62,87.63,311612.28,0.0,Partial,0.9978,0.0175,0,0,2023-10,2023Q4,2023
PO00439,SUP003,SKU006,2023-05-07,2023-05-15,2023-05-14,4900,4789,20,247.55,1212995.0,0.0,Partial,0.9773,0.0042,0,0,2023-05,2023Q2,2023
PO00440,SUP003,SKU004,2023-08-05,2023-08-13,2023-08-11,1666,1596,26,214.7,357690.2,0.0,Partial,0.958,0.0163,0,0,2023-08,2023Q3,2023
PO00441,SUP004,SKU012,2023-04-28,2023-05-10,2023-05-10,4996,4861,28,211.73,1057803.08,0.0,Delivered,0.973,0.0058,0,0,2023-04,2023Q2,2023
PO00442,SUP004,SKU015,2023-09-14,2023-09-26,2023-09-25,3210,3106,14,245.22,787156.2,0.0,Delivered,0.9676,0.0045,0,0,2023-09,2023Q3,2023
PO00443,SUP004,SKU013,2024-09-26,2024-10-08,2024-10-07,4191,4050,56,237.24,994272.84,0.0,Delivered,0.9664,0.0138,0,0,2024-09,2024Q3,2024
PO00444,SUP004,SKU017,2024-08-02,2024-08-14,2024-08-13,1881,1787,7,385.67,725445.27,0.0,Partial,0.95,0.0039,0,0,2024-08,2024Q3,2024
PO00445,SUP004,SKU015,2023-10-11,2023-10-23,2023-10-21,3216,3196,22,245.22,788627.52,0.0,Delivered,0.9938,0.0069,0,0,2023-10,2023Q4,2023
PO00446,SUP004,SKU019,2024-05-13,2024-05-25,2024-05-23,1171,1161,3,207.41,242877.11,0.0,Delivered,0.9915,0.0026,0,0,2024-05,2024Q2,2024
PO00447,SUP004,SKU020,2023-07-21,2023-08-02,2023-08-02,1117,1110,14,366.51,409391.67,0.0,Delivered,0.9937,0.0126,0,0,2023-07,2023Q3,2023
PO00448,SUP004,SKU013,2024-08-15,2024-08-27,2024-08-27,2634,2573,24,237.24,624890.16,0.0,Delivered,0.9768,0.0093,0,0,2024-08,2024Q3,2024
PO00449,SUP004,SKU016,2024-01-10,2024-01-22,2024-01-20,2883,2758,4,345.92,997287.36,0.0,Delivered,0.9566,0.0015,0,0,2024-01,2024Q1,2024
PO00450,SUP004,SKU020,2024-05-29,2024-06-10,2024-06-08,1858,1835,5,366.51,680975.58,0.0,Partial,0.9876,0.0027,0,0,2024-05,2024Q2,2024
PO00451,SUP004,SKU014,2024-08-02,2024-08-14,2024-08-12,4460,4446,67,321.01,1431704.6,0.0,Partial,0.9969,0.0151,0,0,2024-08,2024Q3,2024
PO00452,SUP004,SKU018,2023-03-06,2023-03-18,2023-03-16,2193,2140,16,190.17,417042.81,0.0,Delivered,0.9758,0.0075,0,0,2023-03,2023Q1,2023
PO00453,SUP004,SKU020,2023-02-17,2023-03-01,2023-03-01,4771,4683,69,366.51,1748619.21,0.0,Partial,0.9816,0.0147,0,0,2023-02,2023Q1,2023
PO00454,SUP004,SKU015,2024-07-11,2024-07-23,2024-07-22,3492,3420,5,245.22,856308.24,0.0,Delivered,0.9794,0.0015,0,0,2024-07,2024Q3,2024
PO00455,SUP004,SKU020,2024-01-21,2024-02-02,2024-02-01,3390,3359,53,366.51,1242468.9,0.0,Partial,0.9909,0.0158,0,0,2024-01,2024Q1,2024
PO00456,SUP004,SKU013,2023-01-07,2023-01-19,2023-01-19,2384,2273,9,237.24,565580.16,0.0,Delivered,0.9534,0.004,0,0,2023-01,2023Q1,2023
PO00457,SUP004,SKU018,2023-06-11,2023-06-23,2023-06-23,2386,2316,5,190.17,453745.62,0.0,Partial,0.9707,0.0022,0,0,2023-06,2023Q2,2023
PO00458,SUP004,SKU013,2024-05-05,2024-05-17,2024-05-16,683,657,7,237.24,162034.92,0.0,Partial,0.9619,0.0107,0,0,2024-05,2024Q2,2024
PO00459,SUP004,SKU017,2024-10-06,2024-10-18,2024-10-18,958,918,9,385.67,369471.86,0.0,Delivered,0.9582,0.0098,0,0,2024-10,2024Q4,2024
PO00460,SUP004,SKU018,2024-09-05,2024-09-17,2024-09-15,2822,2814,34,190.17,536659.74,0.0,Partial,0.9972,0.0121,0,0,2024-09,2024Q3,2024
PO00461,SUP004,SKU019,2024-05-08,2024-05-20,2024-05-18,1669,1651,6,207.41,346167.29,0.0,Delivered,0.9892,0.0036,0,0,2024-05,2024Q2,2024
PO00462,SUP004,SKU014,2023-09-28,2023-10-10,2023-10-09,1063,1022,2,321.01,341233.63,0.0,Partial,0.9614,0.002,0,0,2023-09,2023Q3,2023
PO00463,SUP004,SKU020,2024-06-19,2024-07-01,2024-06-30,1725,1690,30,366.51,632229.75,0.0,Partial,0.9797,0.0178,0,0,2024-06,2024Q2,2024
PO00464,SUP004,SKU011,2023-02-09,2023-02-21,2023-02-21,1263,1230,14,375.11,473763.93,0.0,Partial,0.9739,0.0114,0,0,2023-02,2023Q1,2023
PO00465,SUP004,SKU018,2024-11-25,2024-12-07,2024-12-06,855,842,15,190.17,162595.35,0.0,Delivered,0.9848,0.0178,0,0,2024-11,2024Q4,2024
PO00466,SUP004,SKU012,2024-01-26,2024-02-07,2024-02-05,1300,1262,19,211.73,275249.0,0.0,Partial,0.9708,0.0151,0,0,2024-01,2024Q1,2024
PO00467,SUP004,SKU019,2023-10-18,2023-10-30,2023-10-29,2048,1946,0,207.41,424775.68,0.0,Delivered,0.9502,0.0,0,0,2023-10,2023Q4,2023
PO00468,SUP004,SKU020,2023-05-01,2023-05-13,2023-05-13,3087,2995,25,366.51,1131416.37,0.0,Partial,0.9702,0.0083,0,0,2023-05,2023Q2,2023
PO00469,SUP004,SKU014,2023-09-17,2023-09-29,2023-09-27,3495,3427,27,321.01,1121929.95,0.0,Delivered,0.9805,0.0079,0,0,2023-09,2023Q3,2023
PO00470,SUP004,SKU020,2024-02-28,2024-03-11,2024-03-11,3532,3454,68,366.51,1294513.32,0.0,Delivered,0.9779,0.0197,0,0,2024-02,2024Q1,2024
PO00471,SUP004,SKU013,2023-12-19,2023-12-31,2023-12-31,1475,1456,20,237.24,349929.0,0.0,Delivered,0.9871,0.0137,0,0,2023-12,2023Q4,2023
PO00472,SUP004,SKU012,2023-04-13,2023-04-25,2023-04-24,926,887,0,211.73,196061.98,0.0,Delivered,0.9579,0.0,0,0,2023-04,2023Q2,2023
PO00473,SUP004,SKU017,2023-05-29,2023-06-10,2023-06-10,1024,986,12,385.67,394926.08,0.0,Partial,0.9629,0.0122,0,0,2023-05,2023Q2,2023
PO00474,SUP004,SKU018,2024-02-15,2024-02-27,2024-02-25,970,967,12,190.17,184464.9,0.0,Delivered,0.9969,0.0124,0,0,2024-02,2024Q1,2024
PO00475,SUP004,SKU014,2023-01-11,2023-01-23,2023-01-21,2842,2727,27,321.01,912310.42,0.0,Delivered,0.9595,0.0099,0,0,2023-01,2023Q1,2023
PO00476,SUP004,SKU017,2024-09-21,2024-10-03,2024-10-05,502,501,2,385.67,193606.34,2.0,Partial,0.998,0.004,1,0,2024-09,2024Q3,2024
PO00477,SUP004,SKU019,2023-12-28,2024-01-09,2024-01-09,4741,4507,82,207.41,983330.81,0.0,Delivered,0.9506,0.0182,0,0,2023-12,2023Q4,2023
PO00478,SUP004,SKU014,2023-10-19,2023-10-31,2023-10-29,3351,3241,14,321.01,1075704.51,0.0,Delivered,0.9672,0.0043,0,0,2023-10,2023Q4,2023
PO00479,SUP004,SKU015,2024-04-10,2024-04-22,2024-04-21,1933,1875,2,245.22,474010.26,0.0,Partial,0.97,0.0011,0,0,2024-04,2024Q2,2024
PO00480,SUP004,SKU017,2023-12-15,2023-12-27,2023-12-26,4906,4860,67,385.67,1892097.02,0.0,Delivered,0.9906,0.0138,0,0,2023-12,2023Q4,2023
PO00481,SUP004,SKU018,2024-07-30,2024-08-11,2024-08-10,4258,4190,72,190.17,809743.86,0.0,Delivered,0.984,0.0172,0,0,2024-07,2024Q3,2024
PO00482,SUP004,SKU019,2023-04-30,2023-05-12,2023-05-12,2383,2359,16,207.41,494258.03,0.0,Delivered,0.9899,0.0068,0,0,2023-04,2023Q2,2023
PO00483,SUP004,SKU019,2023-01-10,2023-01-22,2023-01-21,1261,1223,8,207.41,261544.01,0.0,Delivered,0.9699,0.0065,0,0,2023-01,2023Q1,2023
PO00484,SUP004,SKU014,2023-07-02,2023-07-14,2023-07-12,2704,2593,48,321.01,868011.04,0.0,Delivered,0.9589,0.0185,0,0,2023-07,2023Q3,2023
PO00485,SUP004,SKU020,2024-05-25,2024-06-06,2024-06-06,2674,2567,12,366.51,980047.74,0.0,Partial,0.96,0.0047,0,0,2024-05,2024Q2,2024
PO00486,SUP004,SKU011,2023-12-31,2024-01-12,2024-01-12,4535,4447,48,375.11,1701123.85,0.0,Delivered,0.9806,0.0108,0,0,2023-12,2023Q4,2023
PO00487,SUP004,SKU015,2024-05-08,2024-05-20,2024-05-18,2750,2679,49,245.22,674355.0,0.0,Delivered,0.9742,0.0183,0,0,2024-05,2024Q2,2024
PO00488,SUP004,SKU019,2024-02-12,2024-02-24,2024-02-24,4806,4757,51,207.41,996812.46,0.0,Delivered,0.9898,0.0107,0,0,2024-02,2024Q1,2024
PO00489,SUP004,SKU011,2023-12-22,2024-01-03,2024-01-03,4245,4240,39,375.11,1592341.95,0.0,Delivered,0.9988,0.0092,0,0,2023-12,2023Q4,2023
PO00490,SUP004,SKU015,2023-01-13,2023-01-25,2023-01-25,3165,3063,11,245.22,776121.3,0.0,Delivered,0.9678,0.0036,0,0,2023-01,2023Q1,2023
PO00491,SUP004,SKU016,2023-08-31,2023-09-12,2023-09-11,3497,3354,28,345.92,1209682.24,0.0,Delivered,0.9591,0.0083,0,0,2023-08,2023Q3,2023
PO00492,SUP004,SKU015,2024-01-09,2024-01-21,2024-01-21,1574,1572,25,245.22,385976.28,0.0,Delivered,0.9987,0.0159,0,0,2024-01,2024Q1,2024
PO00493,SUP004,SKU011,2023-08-30,2023-09-11,2023-09-11,1694,1677,15,375.11,635436.34,0.0,Delivered,0.99,0.0089,0,0,2023-08,2023Q3,2023
PO00494,SUP004,SKU015,2023-06-30,2023-07-12,2023-07-10,4735,4624,45,245.22,1161116.7,0.0,Partial,0.9766,0.0097,0,0,2023-06,2023Q2,2023
PO00495,SUP004,SKU012,2024-07-29,2024-08-10,2024-08-11,1838,1751,16,211.73,389159.74,1.0,Delivered,0.9527,0.0091,1,0,2024-07,2024Q3,2024
PO00496,SUP004,SKU020,2024-04-05,2024-04-17,2024-04-16,2611,2525,17,366.51,956957.61,0.0,Delivered,0.9671,0.0067,0,0,2024-04,2024Q2,2024
PO00497,SUP004,SKU019,2023-07-23,2023-08-04,2023-08-02,1929,1927,12,207.41,400093.89,0.0,Partial,0.999,0.0062,0,0,2023-07,2023Q3,2023
PO00498,SUP004,SKU013,2024-05-14,2024-05-26,2024-05-26,3621,3551,67,237.24,859046.04,0.0,Delivered,0.9807,0.0189,0,0,2024-05,2024Q2,2024
PO00499,SUP004,SKU014,2024-10-17,2024-10-29,2024-10-27,3815,3786,12,321.01,1224653.15,0.0,Partial,0.9924,0.0032,0,0,2024-10,2024Q4,2024
PO00500,SUP004,SKU016,2023-11-18,2023-11-30,2023-11-29,3739,3602,62,345.92,1293394.88,0.0,Delivered,0.9634,0.0172,0,0,2023-11,2023Q4,2023
PO00501,SUP004,SKU015,2024-08-24,2024-09-05,2024-09-05,2006,1991,9,245.22,491911.32,0.0,Partial,0.9925,0.0045,0,0,2024-08,2024Q3,2024
PO00502,SUP004,SKU017,2023-03-23,2023-04-04,2023-04-04,1022,1018,1,385.67,394154.74,0.0,Delivered,0.9961,0.001,0,0,2023-03,2023Q1,2023
PO00503,SUP004,SKU014,2024-06-20,2024-07-02,2024-07-01,1772,1690,13,321.01,568829.72,0.0,Delivered,0.9537,0.0077,0,0,2024-06,2024Q2,2024
PO00504,SUP004,SKU016,2023-09-11,2023-09-23,2023-09-23,1575,1537,1,345.92,544824.0,0.0,Partial,0.9759,0.0007,0,0,2023-09,2023Q3,2023
PO00505,SUP004,SKU019,2023-11-30,2023-12-12,2023-12-10,2731,2669,50,207.41,566436.71,0.0,Partial,0.9773,0.0187,0,0,2023-11,2023Q4,2023
PO00506,SUP004,SKU016,2023-07-01,2023-07-13,2023-07-11,4063,3966,24,345.92,1405472.96,0.0,Delivered,0.9761,0.0061,0,0,2023-07,2023Q3,2023
PO00507,SUP004,SKU011,2024-05-08,2024-05-20,2024-05-19,3022,2926,17,375.11,1133582.42,0.0,Partial,0.9682,0.0058,0,0,2024-05,2024Q2,2024
PO00508,SUP004,SKU018,2024-06-19,2024-07-01,2024-06-30,2849,2773,51,190.17,541794.33,0.0,Partial,0.9733,0.0184,0,0,2024-06,2024Q2,2024
PO00509,SUP004,SKU015,2023-11-03,2023-11-15,,2263,0,0,245.22,554932.86,,Cancelled,0.0,0.0,0,1,2023-11,2023Q4,2023
PO00510,SUP004,SKU013,2024-09-03,2024-09-15,2024-09-18,2044,1983,15,237.24,484918.56,3.0,Delivered,0.9702,0.0076,1,0,2024-09,2024Q3,2024
PO00511,SUP004,SKU020,2024-10-23,2024-11-04,2024-11-03,1148,1114,17,366.51,420753.48,0.0,Partial,0.9704,0.0153,0,0,2024-10,2024Q4,2024
PO00512,SUP004,SKU012,2023-10-06,2023-10-18,2023-10-17,3882,3724,10,211.73,821935.86,0.0,Partial,0.9593,0.0027,0,0,2023-10,2023Q4,2023
PO00513,SUP004,SKU019,2024-10-14,2024-10-26,2024-10-24,4530,4346,4,207.41,939567.3,0.0,Partial,0.9594,0.0009,0,0,2024-10,2024Q4,2024
PO00514,SUP004,SKU013,2023-01-23,2023-02-04,2023-02-03,1524,1502,6,237.24,361553.76,0.0,Delivered,0.9856,0.004,0,0,2023-01,2023Q1,2023
PO00515,SUP004,SKU016,2023-01-16,2023-01-28,2023-01-27,4582,4581,72,345.92,1585005.44,0.0,Delivered,0.9998,0.0157,0,0,2023-01,2023Q1,2023
PO00516,SUP004,SKU014,2023-03-24,2023-04-05,2023-04-05,2683,2652,24,321.01,861269.83,0.0,Partial,0.9884,0.009,0,0,2023-03,2023Q1,2023
PO00517,SUP004,SKU011,2023-09-14,2023-09-26,2023-09-26,2539,2460,12,375.11,952404.29,0.0,Delivered,0.9689,0.0049,0,0,2023-09,2023Q3,2023
PO00518,SUP004,SKU016,2023-07-23,2023-08-04,2023-08-02,2207,2148,13,345.92,763445.44,0.0,Delivered,0.9733,0.0061,0,0,2023-07,2023Q3,2023
PO00519,SUP004,SKU016,2023-06-12,2023-06-24,2023-06-29,4767,4557,27,345.92,1649000.64,5.0,Delivered,0.9559,0.0059,1,0,2023-06,2023Q2,2023
PO00520,SUP004,SKU015,2023-02-23,2023-03-07,2023-03-07,2433,2388,7,245.22,596620.26,0.0,Partial,0.9815,0.0029,0,0,2023-02,2023Q1,2023
PO00521,SUP004,SKU013,2024-08-21,2024-09-02,2024-09-02,844,826,11,237.24,200230.56,0.0,Delivered,0.9787,0.0133,0,0,2024-08,2024Q3,2024
